hisco_1_id;hisco_2_id;label2;description2;label1;description1;hisco_3_id;label3;description3;hisco_45_id;label45;description45;hisco_full_id;hisco_full_id_pretty
9;6;Stationary Engine And Related Equipment Operators;"Workers in this minor group operate equipment to produce electric power and control its distribution; operate and tend stationary engines and related equipment such as steam boilers, air and gas compressors, pumps, refrigeration plant, heating and ventilation systems and water treatment, waste disposal and similar types of equipment.";Production and related workers, transport equipment operators and labourers;"Workers in this major group are engaged in or directly associated with the extraction of minerals, petroleum and natural gas from the earth and their treatment; manufacturing processes; the construction, maintenance and repair of various types of roads, structures, machines and other products. Also included are those who handle materials, operate transport and other equipment and perform labouring tasks requiring primarily physical effort.";9;Stationary Engine and Related Equipment Operators Not Elsewhere Classified;"Workers in this unit group operate and service stationary engines and related equipment. Their functions include: operating and servicing various types of stationary engines and related mechanical equipment; operating and servicing a particular type of stationary engine or installation such as compressor, steam boiler, pumping equipment, water treatment plant, incinerator, refrigeration unit, ventilation and heating installation; performing related tasks. Crane and hoist operators, including Opening bridge operator, are classified in unit group 9-73.";25;Gas Compressor Operator;Operates steam or internal combustion engines to transmit, compress or recover gases, such as butane, nitrogen, hydrogen and natural gas, in various production processes.;96925;9-69.25
9;6;Stationary Engine And Related Equipment Operators;"Workers in this minor group operate equipment to produce electric power and control its distribution; operate and tend stationary engines and related equipment such as steam boilers, air and gas compressors, pumps, refrigeration plant, heating and ventilation systems and water treatment, waste disposal and similar types of equipment.";Production and related workers, transport equipment operators and labourers;"Workers in this major group are engaged in or directly associated with the extraction of minerals, petroleum and natural gas from the earth and their treatment; manufacturing processes; the construction, maintenance and repair of various types of roads, structures, machines and other products. Also included are those who handle materials, operate transport and other equipment and perform labouring tasks requiring primarily physical effort.";9;Stationary Engine and Related Equipment Operators Not Elsewhere Classified;"Workers in this unit group operate and service stationary engines and related equipment. Their functions include: operating and servicing various types of stationary engines and related mechanical equipment; operating and servicing a particular type of stationary engine or installation such as compressor, steam boiler, pumping equipment, water treatment plant, incinerator, refrigeration unit, ventilation and heating installation; performing related tasks. Crane and hoist operators, including Opening bridge operator, are classified in unit group 9-73.";30;Boiler Fireman;Tends one or more boilers which produce steam for heat or power.;96930;9-69.30
9;6;Stationary Engine And Related Equipment Operators;"Workers in this minor group operate equipment to produce electric power and control its distribution; operate and tend stationary engines and related equipment such as steam boilers, air and gas compressors, pumps, refrigeration plant, heating and ventilation systems and water treatment, waste disposal and similar types of equipment.";Production and related workers, transport equipment operators and labourers;"Workers in this major group are engaged in or directly associated with the extraction of minerals, petroleum and natural gas from the earth and their treatment; manufacturing processes; the construction, maintenance and repair of various types of roads, structures, machines and other products. Also included are those who handle materials, operate transport and other equipment and perform labouring tasks requiring primarily physical effort.";9;Stationary Engine and Related Equipment Operators Not Elsewhere Classified;"Workers in this unit group operate and service stationary engines and related equipment. Their functions include: operating and servicing various types of stationary engines and related mechanical equipment; operating and servicing a particular type of stationary engine or installation such as compressor, steam boiler, pumping equipment, water treatment plant, incinerator, refrigeration unit, ventilation and heating installation; performing related tasks. Crane and hoist operators, including Opening bridge operator, are classified in unit group 9-73.";40;Pumping-Station Operator;Operates pumping and siphoning equipment to transfer liquids, gases, semi-liquids and powdered substances from one location to another.;96940;9-69.40
9;6;Stationary Engine And Related Equipment Operators;"Workers in this minor group operate equipment to produce electric power and control its distribution; operate and tend stationary engines and related equipment such as steam boilers, air and gas compressors, pumps, refrigeration plant, heating and ventilation systems and water treatment, waste disposal and similar types of equipment.";Production and related workers, transport equipment operators and labourers;"Workers in this major group are engaged in or directly associated with the extraction of minerals, petroleum and natural gas from the earth and their treatment; manufacturing processes; the construction, maintenance and repair of various types of roads, structures, machines and other products. Also included are those who handle materials, operate transport and other equipment and perform labouring tasks requiring primarily physical effort.";9;Stationary Engine and Related Equipment Operators Not Elsewhere Classified;"Workers in this unit group operate and service stationary engines and related equipment. Their functions include: operating and servicing various types of stationary engines and related mechanical equipment; operating and servicing a particular type of stationary engine or installation such as compressor, steam boiler, pumping equipment, water treatment plant, incinerator, refrigeration unit, ventilation and heating installation; performing related tasks. Crane and hoist operators, including Opening bridge operator, are classified in unit group 9-73.";50;Water Treatment Plant Operator (Waterworks);Controls treatment plant equipment to purify and clarify water for human consumption and industrial use.;96950;9-69.50
9;6;Stationary Engine And Related Equipment Operators;"Workers in this minor group operate equipment to produce electric power and control its distribution; operate and tend stationary engines and related equipment such as steam boilers, air and gas compressors, pumps, refrigeration plant, heating and ventilation systems and water treatment, waste disposal and similar types of equipment.";Production and related workers, transport equipment operators and labourers;"Workers in this major group are engaged in or directly associated with the extraction of minerals, petroleum and natural gas from the earth and their treatment; manufacturing processes; the construction, maintenance and repair of various types of roads, structures, machines and other products. Also included are those who handle materials, operate transport and other equipment and perform labouring tasks requiring primarily physical effort.";9;Stationary Engine and Related Equipment Operators Not Elsewhere Classified;"Workers in this unit group operate and service stationary engines and related equipment. Their functions include: operating and servicing various types of stationary engines and related mechanical equipment; operating and servicing a particular type of stationary engine or installation such as compressor, steam boiler, pumping equipment, water treatment plant, incinerator, refrigeration unit, ventilation and heating installation; performing related tasks. Crane and hoist operators, including Opening bridge operator, are classified in unit group 9-73.";60;Incinerator Plant Operator;Controls equipment to burn garbage and other refuse in incinerator plant.;96960;9-69.60
9;6;Stationary Engine And Related Equipment Operators;"Workers in this minor group operate equipment to produce electric power and control its distribution; operate and tend stationary engines and related equipment such as steam boilers, air and gas compressors, pumps, refrigeration plant, heating and ventilation systems and water treatment, waste disposal and similar types of equipment.";Production and related workers, transport equipment operators and labourers;"Workers in this major group are engaged in or directly associated with the extraction of minerals, petroleum and natural gas from the earth and their treatment; manufacturing processes; the construction, maintenance and repair of various types of roads, structures, machines and other products. Also included are those who handle materials, operate transport and other equipment and perform labouring tasks requiring primarily physical effort.";9;Stationary Engine and Related Equipment Operators Not Elsewhere Classified;"Workers in this unit group operate and service stationary engines and related equipment. Their functions include: operating and servicing various types of stationary engines and related mechanical equipment; operating and servicing a particular type of stationary engine or installation such as compressor, steam boiler, pumping equipment, water treatment plant, incinerator, refrigeration unit, ventilation and heating installation; performing related tasks. Crane and hoist operators, including Opening bridge operator, are classified in unit group 9-73.";70;Refrigeration System Operator;Operates a refrigeration system for preserving foods, providing cooling media for industrial processes, cooling buildings or for other purposes.;96970;9-69.70
9;6;Stationary Engine And Related Equipment Operators;"Workers in this minor group operate equipment to produce electric power and control its distribution; operate and tend stationary engines and related equipment such as steam boilers, air and gas compressors, pumps, refrigeration plant, heating and ventilation systems and water treatment, waste disposal and similar types of equipment.";Production and related workers, transport equipment operators and labourers;"Workers in this major group are engaged in or directly associated with the extraction of minerals, petroleum and natural gas from the earth and their treatment; manufacturing processes; the construction, maintenance and repair of various types of roads, structures, machines and other products. Also included are those who handle materials, operate transport and other equipment and perform labouring tasks requiring primarily physical effort.";9;Stationary Engine and Related Equipment Operators Not Elsewhere Classified;"Workers in this unit group operate and service stationary engines and related equipment. Their functions include: operating and servicing various types of stationary engines and related mechanical equipment; operating and servicing a particular type of stationary engine or installation such as compressor, steam boiler, pumping equipment, water treatment plant, incinerator, refrigeration unit, ventilation and heating installation; performing related tasks. Crane and hoist operators, including Opening bridge operator, are classified in unit group 9-73.";80;Heating and Ventilation Equipment Operator;Controls and services electric motors, fans and other equipment in heating and ventilation systems.;96980;9-69.80
9;6;Stationary Engine And Related Equipment Operators;"Workers in this minor group operate equipment to produce electric power and control its distribution; operate and tend stationary engines and related equipment such as steam boilers, air and gas compressors, pumps, refrigeration plant, heating and ventilation systems and water treatment, waste disposal and similar types of equipment.";Production and related workers, transport equipment operators and labourers;"Workers in this major group are engaged in or directly associated with the extraction of minerals, petroleum and natural gas from the earth and their treatment; manufacturing processes; the construction, maintenance and repair of various types of roads, structures, machines and other products. Also included are those who handle materials, operate transport and other equipment and perform labouring tasks requiring primarily physical effort.";9;Stationary Engine and Related Equipment Operators Not Elsewhere Classified;"Workers in this unit group operate and service stationary engines and related equipment. Their functions include: operating and servicing various types of stationary engines and related mechanical equipment; operating and servicing a particular type of stationary engine or installation such as compressor, steam boiler, pumping equipment, water treatment plant, incinerator, refrigeration unit, ventilation and heating installation; performing related tasks. Crane and hoist operators, including Opening bridge operator, are classified in unit group 9-73.";90;Other Stationary Engine and Related Equipment Operators;"This group includes stationary engine and related equipment operators not elsewhere classified, for example those who operate watersheds by controlling gates and valves in aqueducts and dams to regulate flow of water; operate sewage plant equipment to purify waste water; operate and maintain desilting basin to remove silt from water entering irrigation system; operate a cremation furnace to dispose of human bodies.";96990;9-69.90
9;7;Material Handling And Related Equipment Operators, Dockers And Freight Handlers;"Workers in this minor group perform freight handling tasks, such as loading and unloading ship and aircraft cargoes and other freight, including petroleum, wrapping objects, packing liquids, material and objects in containers, affixing labels and making marks on containers and operating baling presses; rig cables, wires and ropes for lifting, hauling and other purposes, and splice cables; operate cranes and other hoisting equipment; operate machines to excavate, grade, level and compact earth, mix concrete and lay road surfaces of asphalt and concrete; operate specialised vehicles (not used for road transport) to lift, move, dump and stack materials in warehouses, on mining and construction sites and in timber yards and other establishments; and perform related tasks such as operating conveyors and aerial ropeways.";Production and related workers, transport equipment operators and labourers;"Workers in this major group are engaged in or directly associated with the extraction of minerals, petroleum and natural gas from the earth and their treatment; manufacturing processes; the construction, maintenance and repair of various types of roads, structures, machines and other products. Also included are those who handle materials, operate transport and other equipment and perform labouring tasks requiring primarily physical effort.";1;Dockers and Freight Handlers;"Workers in this unit group load and unload freight, carry goods in warehouses and markets, pack and label materials and products for distribution or transport, operate baling presses, and perform related freight handling tasks. Their functions include: loading and unloading ships' cargoes; loading and unloading goods carried in trucks, wagons and other land vehicles; loading and unloading aircraft cargoes; connecting hose lines between shore installations and tanks of ships to load and unload liquids; carrying and stacking goods by hand in warehouse or market; wrapping objects; packing liquids, materials and objects in containers; affixing labels and making identification and other marks on containers; operating a baling machine to compress and bind materials into bails; performing related tasks.";20;Docker;Loads and unloads ships' cargoes.;97120;9-71.20
9;7;Material Handling And Related Equipment Operators, Dockers And Freight Handlers;"Workers in this minor group perform freight handling tasks, such as loading and unloading ship and aircraft cargoes and other freight, including petroleum, wrapping objects, packing liquids, material and objects in containers, affixing labels and making marks on containers and operating baling presses; rig cables, wires and ropes for lifting, hauling and other purposes, and splice cables; operate cranes and other hoisting equipment; operate machines to excavate, grade, level and compact earth, mix concrete and lay road surfaces of asphalt and concrete; operate specialised vehicles (not used for road transport) to lift, move, dump and stack materials in warehouses, on mining and construction sites and in timber yards and other establishments; and perform related tasks such as operating conveyors and aerial ropeways.";Production and related workers, transport equipment operators and labourers;"Workers in this major group are engaged in or directly associated with the extraction of minerals, petroleum and natural gas from the earth and their treatment; manufacturing processes; the construction, maintenance and repair of various types of roads, structures, machines and other products. Also included are those who handle materials, operate transport and other equipment and perform labouring tasks requiring primarily physical effort.";1;Dockers and Freight Handlers;"Workers in this unit group load and unload freight, carry goods in warehouses and markets, pack and label materials and products for distribution or transport, operate baling presses, and perform related freight handling tasks. Their functions include: loading and unloading ships' cargoes; loading and unloading goods carried in trucks, wagons and other land vehicles; loading and unloading aircraft cargoes; connecting hose lines between shore installations and tanks of ships to load and unload liquids; carrying and stacking goods by hand in warehouse or market; wrapping objects; packing liquids, materials and objects in containers; affixing labels and making identification and other marks on containers; operating a baling machine to compress and bind materials into bails; performing related tasks.";25;Loader of ship, truck, wagon or airplane;Loads and unloads ships' cargoes (9-71.20), railway wagons truck and other vehicles (9-71.30), or airplane (9-71.35).;97125;9-71.25
9;7;Material Handling And Related Equipment Operators, Dockers And Freight Handlers;"Workers in this minor group perform freight handling tasks, such as loading and unloading ship and aircraft cargoes and other freight, including petroleum, wrapping objects, packing liquids, material and objects in containers, affixing labels and making marks on containers and operating baling presses; rig cables, wires and ropes for lifting, hauling and other purposes, and splice cables; operate cranes and other hoisting equipment; operate machines to excavate, grade, level and compact earth, mix concrete and lay road surfaces of asphalt and concrete; operate specialised vehicles (not used for road transport) to lift, move, dump and stack materials in warehouses, on mining and construction sites and in timber yards and other establishments; and perform related tasks such as operating conveyors and aerial ropeways.";Production and related workers, transport equipment operators and labourers;"Workers in this major group are engaged in or directly associated with the extraction of minerals, petroleum and natural gas from the earth and their treatment; manufacturing processes; the construction, maintenance and repair of various types of roads, structures, machines and other products. Also included are those who handle materials, operate transport and other equipment and perform labouring tasks requiring primarily physical effort.";1;Dockers and Freight Handlers;"Workers in this unit group load and unload freight, carry goods in warehouses and markets, pack and label materials and products for distribution or transport, operate baling presses, and perform related freight handling tasks. Their functions include: loading and unloading ships' cargoes; loading and unloading goods carried in trucks, wagons and other land vehicles; loading and unloading aircraft cargoes; connecting hose lines between shore installations and tanks of ships to load and unload liquids; carrying and stacking goods by hand in warehouse or market; wrapping objects; packing liquids, materials and objects in containers; affixing labels and making identification and other marks on containers; operating a baling machine to compress and bind materials into bails; performing related tasks.";30;Railway and Road Vehicle Loader;Loads and unloads goods, material or equipment carried in railway wagons truck and other vehicles.;97130;9-71.30
9;7;Material Handling And Related Equipment Operators, Dockers And Freight Handlers;"Workers in this minor group perform freight handling tasks, such as loading and unloading ship and aircraft cargoes and other freight, including petroleum, wrapping objects, packing liquids, material and objects in containers, affixing labels and making marks on containers and operating baling presses; rig cables, wires and ropes for lifting, hauling and other purposes, and splice cables; operate cranes and other hoisting equipment; operate machines to excavate, grade, level and compact earth, mix concrete and lay road surfaces of asphalt and concrete; operate specialised vehicles (not used for road transport) to lift, move, dump and stack materials in warehouses, on mining and construction sites and in timber yards and other establishments; and perform related tasks such as operating conveyors and aerial ropeways.";Production and related workers, transport equipment operators and labourers;"Workers in this major group are engaged in or directly associated with the extraction of minerals, petroleum and natural gas from the earth and their treatment; manufacturing processes; the construction, maintenance and repair of various types of roads, structures, machines and other products. Also included are those who handle materials, operate transport and other equipment and perform labouring tasks requiring primarily physical effort.";1;Dockers and Freight Handlers;"Workers in this unit group load and unload freight, carry goods in warehouses and markets, pack and label materials and products for distribution or transport, operate baling presses, and perform related freight handling tasks. Their functions include: loading and unloading ships' cargoes; loading and unloading goods carried in trucks, wagons and other land vehicles; loading and unloading aircraft cargoes; connecting hose lines between shore installations and tanks of ships to load and unload liquids; carrying and stacking goods by hand in warehouse or market; wrapping objects; packing liquids, materials and objects in containers; affixing labels and making identification and other marks on containers; operating a baling machine to compress and bind materials into bails; performing related tasks.";35;Aircraft Loader;Loads and unloads aircraft cargoes.;97135;9-71.35
9;7;Material Handling And Related Equipment Operators, Dockers And Freight Handlers;"Workers in this minor group perform freight handling tasks, such as loading and unloading ship and aircraft cargoes and other freight, including petroleum, wrapping objects, packing liquids, material and objects in containers, affixing labels and making marks on containers and operating baling presses; rig cables, wires and ropes for lifting, hauling and other purposes, and splice cables; operate cranes and other hoisting equipment; operate machines to excavate, grade, level and compact earth, mix concrete and lay road surfaces of asphalt and concrete; operate specialised vehicles (not used for road transport) to lift, move, dump and stack materials in warehouses, on mining and construction sites and in timber yards and other establishments; and perform related tasks such as operating conveyors and aerial ropeways.";Production and related workers, transport equipment operators and labourers;"Workers in this major group are engaged in or directly associated with the extraction of minerals, petroleum and natural gas from the earth and their treatment; manufacturing processes; the construction, maintenance and repair of various types of roads, structures, machines and other products. Also included are those who handle materials, operate transport and other equipment and perform labouring tasks requiring primarily physical effort.";1;Dockers and Freight Handlers;"Workers in this unit group load and unload freight, carry goods in warehouses and markets, pack and label materials and products for distribution or transport, operate baling presses, and perform related freight handling tasks. Their functions include: loading and unloading ships' cargoes; loading and unloading goods carried in trucks, wagons and other land vehicles; loading and unloading aircraft cargoes; connecting hose lines between shore installations and tanks of ships to load and unload liquids; carrying and stacking goods by hand in warehouse or market; wrapping objects; packing liquids, materials and objects in containers; affixing labels and making identification and other marks on containers; operating a baling machine to compress and bind materials into bails; performing related tasks.";40;Boat Loader (Liquids and Gases);Connects hoses between pipes of main shore installation and tanks of barges, tankers and other ships to load and unload petroleum, liquefied gases and other liquids.;97140;9-71.40
